"SITE_ID","Lat","Lon","DOC_Median","NO3_Median","TP_Median","NO3toTP_Median"
"MNR9_0914",43.90668,-94.0603,6.64,4.715,319.3,0.014766677
"MNR9_0915",47.2731,-93.78416,11.95,0.004,42,9.52e-05
"MNR9_0916",46.94815,-92.43222,14.86,0.153,34,0.0045
"MNR9_0917",47.25508,-96.20332,12.72,0.029,83,0.000349398
"MNR9_0918",44.94299,-95.77757,8.87,0.002,280,7.14e-06
"MNRF_0001",47.65025,-91.60249,30.39,0.04,41,0.00097561
"MNRF_0002",43.79339,-91.48406,1.69,0.655,140,0.004678571
"MNRF_0003",47.87413,-94.89827,19.27,0.017,108,0.000157407
"MNRF_0004",47.31549,-91.78944,28.72,0.06,35,0.001714286
"MNRF_0005",46.78465,-95.149,13.83,0.006,84,7.14e-05
"MNRF_0006",47.8434,-95.22562,16.98,0.013,116,0.000112069
"MNRF_0007",46.02088,-93.23841,35.7,0.059,97,0.000608247
"MNRF_0008",44.90591,-96.31696,4.82,0.247,133,0.001857143
"MNRF_0009",48.0691,-92.13111,15.13,0.034,37,0.000918919
"MNRF_0010",48.09914,-96.1165,19.15,0.061,114,0.000535088
"MNRM_1001",46.76493,-96.77698,7.22,0.195,300,0.00065
"MNRM_1002",45.32221,-93.8161,10.49,0.285,89,0.003202247
"MNRM_1003",44.56766,-92.48587,10.38,4.013,245,0.016379592
"MNRM_1004",47.30733,-93.83196,10.51,0.003,45,6.67e-05
"MNRM_1005",47.15132,-96.84095,8.78,1.202,418,0.002875598
"MNRM_1006",44.9773,-93.24067,9.9,0.301,134,0.002246269
"MNRM_1007",43.81142,-92.09543,1.55,4.551,106,0.042933962
"MNRM_1008",46.26806,-94.34819,14.77,0.091,96,0.000947917
"MNRM_1009",48.75611,-97.15478,11.3,0.382,382,0.001
"MNRM_1010",44.80982,-93.49899,7.82,4.754,406,0.01170936
"MNRM_1011",44.29199,-94.42179,7.84,0,329,0
"MNRM_1012",44.13431,-91.73915,10.29,3.907,203,0.019246305
"MNRO_1049",47.89306,-96.32799,19.57,0.831,117,0.007102564
"MNRO_1050",47.20552,-92.80054,23.82,0.178,60,0.002966667
"MNRO_1051",44.23643,-92.3252,1.89,4.316,73,0.059123288
"MNRO_1052",44.88838,-93.17842,7.9,4.62,327,0.01412844
"MNRO_1053",46.84535,-96.62036,9.45,0.023,221,0.000104072
"MNRO_1054",46.87467,-92.76754,33.08,0.084,70,0.0012
"MNRO_1055",43.52059,-93.00273,3.26,9.629,277.2,0.034736652
"MNS9_0927",43.76482,-94.04071,4.305,5.2605,271.95,0.021517966
"MNS9_0928",47.89336,-94.39085,24.82,0.0135,96.7,0.0001509025
"MNS9_0929",44.04151,-92.33874,1.53,15.145,112,0.135223214
"MNS9_0930",46.33408,-94.01817,11.34,0.021,56,0.000375
"MNS9_0931",47.75502,-91.53362,26.75,0.008,40,2e-04
"MNS9_0932",48.65556,-94.98697,44.42,0.005,227,2.2e-05
"MNS9_0933",44.51765,-94.02858,6.02,18.357,156,0.117673077
"MNS9_0934",44.40724,-93.61883,12.5,4.977,110,0.045245455
"MNS9_0935",48.03553,-92.90707,22.56,0.011,69,0.00015942
"MNS9_0936",48.37846,-93.22726,34.84,0.022,84,0.000261905
"MNS9_0937",48.47239,-93.8026,62.76,0.049,87,0.000563218
"MNS9_0939",47.79805,-95.38198,13.2,0.087,156,0.000557692
"MNSS_1168",47.29311,-91.56625,15.47,0.065,45,0.001444444
"MNSS_1169",48.10913,-96.11106,19.73,0,126,0
"MNSS_1170",46.91546,-94.04217,18.79,0.003,18,0.000166667
"MNSS_1171",44.94257,-93.02145,7.42,0.108,56,0.001928571
"MNSS_1172",47.8959,-90.78157,8.05,0,12,0
"MNSS_1173",48.18084,-94.31649,54.28,0.019,64.4,0.000295031
"MNSS_1174",48.29439,-92.74453,22.81,0.002,39,5.13e-05
"MNSS_1175",44.17742,-95.60563,3.95,21.746,93,0.233827957
"MOLS_1079",36.49841,-90.27924,4.8,0.499,178,0.002803371
"MOLS_1080",40.05197,-92.15712,7.86,0.028,99,0.000282828
"MOLS_1082",37.91398,-90.825,1.62,0.2,39,0.005128205
"MOLS_1084",40.48774,-93.49837,5.07,0.004,64.8,6.17e-05
"MOLS_1085",38.90049,-93.97752,3.7,0.076,143,0.000531469
"MOLS_1086",37.25198,-89.66009,2.82,2.064,262,0.007877863
"MOLS_1088",40.0218,-95.2643,3.05,1.22,203.1,0.006006893
"MOR9_0901",36.53474,-89.46723,3.42,0.925,330,0.00280303
"MOR9_0902",36.6087,-89.30583,3.85,1.032,562,0.001836299
"MOR9_0903",38.96337,-90.41565,5.54,1.571,294,0.005490285
"MOR9_0904",37.02754,-90.64282,0.81,0.111,30.5,0.0036449355
"MOR9_0905",38.24012,-91.80405,1.68,0.214,46,0.004652174
"MOR9_0906",39.17605,-90.71722,5.83,1.375,237,0.005801688
"MOR9_0907",36.78477,-93.71443,0.73,1.628,47,0.034638298
"MOR9_0908",37.53898,-92.36536,3.77,0.638,155,0.004116129
"MOR9_0909",37.88325,-90.54442,1.31,0.031,24,0.001291667
"MOR9_0910",38.68744,-92.94992,3.43,0.002,99,2.02e-05
"MOR9_0911",38.30297,-90.62706,1.18,0.028,36,0.000777778
"MOR9_0912",38.82912,-90.41661,3.76,1.735,1000,0.001735
"MORF_0001",37.7808,-91.01934,0.75,0.034,20.5,0.001658537
"MORF_0002",39.04244,-92.39665,3.7,0.081,61,0.001327869
"MORF_0003",37.14883,-91.44888,0.95,0.11,20,0.0055
"MORF_0004",38.47137,-93.61713,3.59,0.179,49,0.003653061
"MORF_0005",40.11646,-92.76208,3.89,0.021,69,0.000304348
"MORF_0006",37.87099,-91.92957,0.58,0.217,20,0.01085
"MORF_0007",36.79537,-91.334,1.37,0.82,51,0.016078431
"MORF_0008",36.86549,-92.45706,0.94,0.351,24,0.014625
"MORF_0009",39.65361,-94.22593,4.97,0.963,134,0.007186567
"MORF_0010",40.863,-91.66074,3.82,0,108,0
"MORF_0011",39.0342,-92.57338,5.31,0.02,77,0.00025974
"MORF_0012",38.53755,-92.3192,4.57,0.037,140,0.000264286
"MORM_1001",36.45933,-89.46806,3.56,0.996,271,0.003675277
"MORM_1002",37.19893,-89.46155,4.71,1.225,549,0.00223133
"MORM_1003",37.96301,-89.98239,4.71,1.774,252,0.007039683
"MORM_1004",37.2756,-92.44534,1.7,0.115,55,0.002090909
"MORM_1005",36.98902,-89.19422,4.62,1.253,840,0.001491667
"MORM_1006",39.14987,-94.03294,3.36,1.182,370,0.003194595
"MORM_1007",38.66484,-91.8674,3.84,2.169,1633,0.00132823
"MORO_1044",38.28136,-91.3765,3.24,0.015,40,0.000375
"MORO_1045",39.34233,-92.81175,5.21,0.048,90,0.000533333
"MORO_1046",40.4814,-92.68618,5.88,0.898,250.6,0.0035834
"MORO_1047",37.21494,-89.74896,1.51,0.031,66,0.000469697
"MORO_1048",38.09329,-91.13971,1.61,0.297,49,0.006061224
"MORO_1049",38.89431,-93.02175,4.71,0.385,270,0.001425926
"MORO_1055",38.96453,-91.62456,3.07,0.03,63,0.00047619
"MOS9_0930",39.02827,-93.68119,6.21,0,277,0
"MOS9_0932",39.21987,-91.92117,7.335,0.078,85,0.000913483
"MOS9_0934",39.09749,-94.35166,1.8,2.553,131,0.01948855
"MOS9_0937",39.69717,-94.88073,4.185,0.802,380.65,0.0019230315
"MOS9_0938",39.44147,-91.52662,5.84,0.022,173,0.000127168
"MOS9_0939",39.71145,-94.15728,4.74,11.944,1555.6,0.007678066
"MOS9_0940",37.76799,-93.58094,3.52,0.237,42,0.005642857
"MOSS_1159",39.24991,-93.01204,3.97,9.812,591,0.016602369
"MOSS_1161",40.1564,-92.3149,8.82,0.23,298,0.000771812
"MOSS_1163",39.97321,-94.31803,5.17,0.044,152,0.000289474
"MOSS_1165",40.33135,-93.67325,4.69,0.008,52.8,0.000151515
"MOSS_1166",38.40648,-90.38821,3.49,1.033,139,0.007431655
"MSLS_1037",31.58623,-90.81035,1.63,0.022,33.2,0.000662651
"MSLS_1038",31.22619,-88.79175,4.49,0.013,40,0.000325
"MSLS_1039",33.37182,-88.99623,4.46,0.016,88,0.000181818
"MSLS_1040",32.26957,-89.10569,5.42,0.357,153,0.002333333
"MSR9_0901",34.00166,-88.51833,2.72,0.032,54,0.000592593
"MSR9_0902",33.91374,-88.53107,3.54,0.217,89,0.002438202
